arrid,arrname,arrgeopoint,zdaid,lat_left,lon_left,geometry,lon_right,lat_right,temperature
28738,Bercy,"48.82757357494472, 2.393030426742303",45239,48.82757357494472,2.393030426742303,POINT (2.393030426742303 48.82757357494472),2.3775,48.828,24.588678
40423,Stade Alain Mimoun,"48.752917064803654, 2.3989039481401617",58103,48.752917064803654,2.3989039481401617,POINT (2.3989039481401617 48.752917064803654),2.4147,48.761,24.359207
23639,Chemin Vert,"48.86056857324236, 2.3785386684526424",42601,48.86056857324236,2.3785386684526424,POINT (2.3785386684526424 48.86056857324236),2.3765,48.85,24.665602
22066,Hôtel de Ville,"48.777437848061794, 2.455736548485875",45717,48.777437848061794,2.455736548485875,POINT (2.455736548485875 48.777437848061794),2.4477,48.784,24.474466
8239,John Kennedy,"48.77771386426055, 2.4630686893337566",50917,48.77771386426055,2.4630686893337566,POINT (2.4630686893337566 48.77771386426055),2.4477,48.784,24.474466
40001,Montempoivre,"48.83993728535028, 2.4086776936457928",462876,48.83993728535028,2.4086776936457928,POINT (2.4086776936457928 48.83993728535028),2.4106,48.851,24.405943
39471,Baron Le Roy (rue),"48.834151995592265, 2.3885262258060695",45241,48.834151995592265,2.3885262258060695,POINT (2.3885262258060695 48.834151995592265),2.3775,48.828,24.588678
39469,Dijon - Lachambeaudie / Cour Saint-Émilion,"48.8355691998141, 2.3860300756488333",42848,48.8355691998141,2.3860300756488333,POINT (2.3860300756488333 48.8355691998141),2.3775,48.828,24.588678
39556,Hôtel de Ville,"48.777662626737495, 2.455720595656876",45717,48.777662626737495,2.455720595656876,POINT (2.455720595656876 48.777662626737495),2.4477,48.784,24.474466
39629,Hôpital Chenevier,"48.788544952363196, 2.4615824768910177",50915,48.788544952363196,2.4615824768910177,POINT (2.4615824768910177 48.788544952363196),2.4477,48.784,24.474466
39628,Bretagne,"48.791320578847866, 2.460805165923066",46283,48.791320578847866,2.460805165923066,POINT (2.460805165923066 48.791320578847866),2.4477,48.784,24.474466
27764,Rue du Monument,"48.812492907341955, 2.5156150351001023",44765,48.812492907341955,2.5156150351001023,POINT (2.5156150351001023 48.812492907341955),2.5149,48.808,24.450323
27765,La Cascade,"48.80852723605218, 2.524720483915677",51651,48.80852723605218,2.524720483915677,POINT (2.524720483915677 48.80852723605218),2.5149,48.808,24.450323
27758,Rue du Monument,"48.812108617261444, 2.5162177736859874",44765,48.812108617261444,2.5162177736859874,POINT (2.5162177736859874 48.812108617261444),2.5149,48.808,24.450323
420285,La Source,"48.7708080726788, 2.461438885753027",58271,48.7708080726788,2.461438885753027,POINT (2.461438885753027 48.7708080726788),2.4488,48.762,24.333145
25305,Mairie du 12ème,"48.841647074352764, 2.387430016111116",45218,48.841647074352764,2.387430016111116,POINT (2.387430016111116 48.841647074352764),2.3765,48.85,24.665602
25525,Porte Dorée,"48.83567876804947, 2.4059467546665014",473711,48.83567876804947,2.4059467546665014,POINT (2.4059467546665014 48.83567876804947),2.4116,48.828,24.454836
25714,Mairie de Saint-Mandé,"48.84375583735408, 2.4170824086599767",54144,48.84375583735408,2.4170824086599767,POINT (2.4170824086599767 48.84375583735408),2.4106,48.851,24.405943
25904,8 mai 1945,"48.80974712488245, 2.4331765181845246",45710,48.80974712488245,2.4331765181845246,POINT (2.4331765181845246 48.80974712488245),2.4467,48.806,24.510483
25894,Dugommier,"48.83902702229625, 2.3886189054196687",463895,48.83902702229625,2.3886189054196687,POINT (2.3886189054196687 48.83902702229625),2.3765,48.85,24.665602
25894,Dugommier,"48.83902702229625, 2.3886189054196687",463895,48.83902702229625,2.3886189054196687,POINT (2.3886189054196687 48.83902702229625),2.3775,48.828,24.588678
9280,Musée de la Résistance,"48.80694198988332, 2.526396096767657",44188,48.80694198988332,2.526396096767657,POINT (2.526396096767657 48.80694198988332),2.5149,48.808,24.450323
21803,Pointe du Lac,"48.768615084349, 2.4637881724655197",473648,48.768615084349,2.4637881724655197,POINT (2.4637881724655197 48.768615084349),2.4488,48.762,24.333145
16904,Terroirs de France,"48.831846897844514, 2.387994729983461",58729,48.831846897844514,2.387994729983461,POINT (2.387994729983461 48.831846897844514),2.3775,48.828,24.588678
28834,Gabriel Péri,"48.81006822005155, 2.4364138844261944",45711,48.81006822005155,2.4364138844261944,POINT (2.4364138844261944 48.81006822005155),2.4467,48.806,24.510483
24339,Les Agnettes,"48.92356203732717, 2.2873757468394946",470556,48.92356203732717,2.2873757468394946,POINT (2.2873757468394946 48.92356203732717),2.2709,48.915,24.257711
488330,Mairie du 18e - Jules Joffrin,"48.89272704656043, 2.344494376875765",43489,48.89272704656043,2.344494376875765,POINT (2.344494376875765 48.89272704656043),2.3403,48.894,24.366285
36528,Jaurès,"48.920876021839035, 2.278842686646409",50494,48.920876021839035,2.278842686646409,POINT (2.278842686646409 48.920876021839035),2.2709,48.915,24.257711
491915,La Condamine - Mairie du 17e,"48.88495883077909, 2.320646008589068",45520,48.88495883077909,2.320646008589068,POINT (2.320646008589068 48.88495883077909),2.3061,48.894,24.409426
24479,Fournier,"48.90364450132628, 2.298411737529781",51283,48.90364450132628,2.298411737529781,POINT (2.298411737529781 48.90364450132628),2.3061,48.894,24.409426
36495,Villeneuve,"48.905787600443695, 2.3128436464541995",50478,48.905787600443695,2.3128436464541995,POINT (2.3128436464541995 48.905787600443695),2.305,48.916,24.277391
36499,Les Agnettes,"48.92341014207766, 2.287541590022094",470556,48.92341014207766,2.287541590022094,POINT (2.287541590022094 48.92341014207766),2.2709,48.915,24.257711
24628,Collange,"48.89917790547793, 2.2882551643693234",50659,48.89917790547793,2.2882551643693234,POINT (2.2882551643693234 48.89917790547793),2.272,48.893,24.27547
24601,Anatole France - Paul Vaillant-Couturier,"48.895528164936316, 2.282480949821867",58397,48.895528164936316,2.282480949821867,POINT (2.282480949821867 48.895528164936316),2.272,48.893,24.27547
36534,Général Leclerc - Villeneuve - Hôpital Beaujon,"48.90476000932855, 2.310865482642372",50733,48.90476000932855,2.310865482642372,POINT (2.310865482642372 48.90476000932855),2.3061,48.894,24.409426
24873,Louvre - Etienne Marcel,"48.8647478064033, 2.3426790403790942",43831,48.8647478064033,2.3426790403790942,POINT (2.3426790403790942 48.8647478064033),2.3413,48.872,24.605782
24877,Paul Bert,"48.90359186030466, 2.339773971919091",51540,48.90359186030466,2.339773971919091,POINT (2.339773971919091 48.90359186030466),2.3403,48.894,24.366285
34173,Rome - Batignolles,"48.881748838497245, 2.320756063299136",473733,48.881748838497245,2.320756063299136,POINT (2.320756063299136 48.881748838497245),2.3072,48.871,24.38513
12944,Saint-Ouen RER,"48.90471673262788, 2.3206064175548993",473544,48.90471673262788,2.3206064175548993,POINT (2.3206064175548993 48.90471673262788),2.3061,48.894,24.409426
22808,Barbès - Rochechouart,"48.8843086914419, 2.349318600223562",463328,48.8843086914419,2.349318600223562,POINT (2.349318600223562 48.8843086914419),2.3403,48.894,24.366285
413284,République,"48.91990420385353, 2.2984381450790603",44612,48.91990420385353,2.2984381450790603,POINT (2.2984381450790603 48.91990420385353),2.305,48.916,24.277391
413279,Berges de Seine,"48.91131396309855, 2.3089504467795106",46442,48.91131396309855,2.3089504467795106,POINT (2.3089504467795106 48.91131396309855),2.305,48.916,24.277391
30007,Boulay,"48.89362360712605, 2.315077326850584",45484,48.89362360712605,2.315077326850584,POINT (2.315077326850584 48.89362360712605),2.3061,48.894,24.409426
8338,Hôpital Beaujon,"48.90825725775256, 2.3075585255025106",51121,48.90825725775256,2.3075585255025106,POINT (2.3075585255025106 48.90825725775256),2.305,48.916,24.277391
8388,Gare de Bois-Colombes,"48.9129061770204, 2.2725676499338854",473119,48.9129061770204,2.2725676499338854,POINT (2.2725676499338854 48.9129061770204),2.2709,48.915,24.257711
8416,La Fourche,"48.88782618254102, 2.325149895689086",470550,48.88782618254102,2.325149895689086,POINT (2.325149895689086 48.88782618254102),2.3403,48.894,24.366285
427588,Parc Martin Luther King,"48.88893493208098, 2.3160936499654574",45492,48.88893493208098,2.3160936499654574,POINT (2.3160936499654574 48.88893493208098),2.3061,48.894,24.409426
29455,Ganneron,"48.885316842139325, 2.3267097448510423",43059,48.885316842139325,2.3267097448510423,POINT (2.3267097448510423 48.885316842139325),2.3403,48.894,24.366285
27025,Angélique Compoint,"48.89834298766654, 2.3370852063122465",462822,48.89834298766654,2.3370852063122465,POINT (2.3370852063122465 48.89834298766654),2.3403,48.894,24.366285
27005,Georges Boisseau,"48.9035889542933, 2.3183839043395587",50736,48.9035889542933,2.3183839043395587,POINT (2.3183839043395587 48.9035889542933),2.3061,48.894,24.409426
27151,Rue Petit,"48.90164348279689, 2.29457825036515",51288,48.90164348279689,2.29457825036515,POINT (2.29457825036515 48.90164348279689),2.3061,48.894,24.409426
27275,Balzac,"48.90865983073522, 2.2693526611887824",50759,48.90865983073522,2.2693526611887824,POINT (2.2693526611887824 48.90865983073522),2.2709,48.915,24.257711
27418,Verdun - Rue Latérale,"48.902013610193336, 2.25906489122134",50645,48.902013610193336,2.25906489122134,POINT (2.25906489122134 48.902013610193336),2.272,48.893,24.27547
39578,Pierre Boudou,"48.916424492551535, 2.3078182705921093",46321,48.916424492551535,2.3078182705921093,POINT (2.3078182705921093 48.916424492551535),2.305,48.916,24.277391
420569,République - Colombes,"48.903405973281906, 2.2559074788774094",46446,48.903405973281906,2.2559074788774094,POINT (2.2559074788774094 48.903405973281906),2.272,48.893,24.27547
420557,Europe,"48.905570335988514, 2.2568724252642416",46447,48.905570335988514,2.2568724252642416,POINT (2.2568724252642416 48.905570335988514),2.2709,48.915,24.257711
40838,Parc Martin Luther King,"48.88948519423802, 2.316386457854338",45492,48.88948519423802,2.316386457854338,POINT (2.316386457854338 48.88948519423802),2.3061,48.894,24.409426
39993,République - François Mitterrand,"48.90378306099249, 2.313006525371904",50486,48.90378306099249,2.313006525371904,POINT (2.313006525371904 48.90378306099249),2.3061,48.894,24.409426
37367,Bourse de Commerce,"48.86327755446233, 2.341893357813781",42758,48.86327755446233,2.341893357813781,POINT (2.341893357813781 48.86327755446233),2.3413,48.872,24.605782
37353,Louvre - Rivoli,"48.86132175624476, 2.341127490801443",470563,48.86132175624476,2.341127490801443,POINT (2.341127490801443 48.86132175624476),2.3413,48.872,24.605782
2274,Voltaire - Villiers,"48.88990151142888, 2.2800081560250782",45066,48.88990151142888,2.2800081560250782,POINT (2.2800081560250782 48.88990151142888),2.272,48.893,24.27547
37510,Gare Saint-Lazare - Rome,"48.87580265905166, 2.323655927472191",473203,48.87580265905166,2.323655927472191,POINT (2.323655927472191 48.87580265905166),2.3072,48.871,24.38513
25751,La Condamine,"48.884564402232265, 2.3192874864816155",45520,48.884564402232265,2.3192874864816155,POINT (2.3192874864816155 48.884564402232265),2.3061,48.894,24.409426
23002,Muller,"48.886709227991986, 2.3475430421964756",45588,48.886709227991986,2.3475430421964756,POINT (2.3475430421964756 48.886709227991986),2.3403,48.894,24.366285
23004,Eugène Sue,"48.89120308812429, 2.3486869065364835",473575,48.89120308812429,2.3486869065364835,POINT (2.3486869065364835 48.89120308812429),2.3403,48.894,24.366285
25825,Mairie de Levallois,"48.89352914407608, 2.288086882282052",50735,48.89352914407608,2.288086882282052,POINT (2.288086882282052 48.89352914407608),2.272,48.893,24.27547
25767,Général Leclerc - Villeneuve - Hôpital Beaujon,"48.90551145068833, 2.310173425079983",50733,48.90551145068833,2.310173425079983,POINT (2.310173425079983 48.90551145068833),2.305,48.916,24.277391
37928,Bucarest,"48.881005213930365, 2.324433776926564",45147,48.881005213930365,2.324433776926564,POINT (2.324433776926564 48.881005213930365),2.3413,48.872,24.605782
492723,Quai de Clichy,"48.90997750623426, 2.303347128345462",492724,48.90997750623426,2.303347128345462,POINT (2.303347128345462 48.90997750623426),2.305,48.916,24.277391
23579,Quai de Clichy,"48.901780346482546, 2.285805082877879",46443,48.901780346482546,2.285805082877879,POINT (2.285805082877879 48.901780346482546),2.272,48.893,24.27547
23698,Mairie,"48.92499735212502, 2.294370810522051",51081,48.92499735212502,2.294370810522051,POINT (2.294370810522051 48.92499735212502),2.305,48.916,24.277391
23741,Verdun - Rue Latérale,"48.902435410999175, 2.258922472903991",50645,48.902435410999175,2.258922472903991,POINT (2.258922472903991 48.902435410999175),2.272,48.893,24.27547
23742,Paix - Verdun,"48.90077284818736, 2.26056942211662",50644,48.90077284818736,2.26056942211662,POINT (2.26056942211662 48.90077284818736),2.272,48.893,24.27547
23894,Les Grésillons RER,"48.91997886902566, 2.3144438712848077",473496,48.91997886902566,2.3144438712848077,POINT (2.3144438712848077 48.91997886902566),2.305,48.916,24.277391
490901,Stade Dominique Rocheteau,"48.91782140519721, 2.3145951020196254",461936,48.91782140519721,2.3145951020196254,POINT (2.3145951020196254 48.91782140519721),2.305,48.916,24.277391
9406,Pont de Neuilly - Métro,"48.885466631692324, 2.2591776038880957",473678,48.885466631692324,2.2591776038880957,POINT (2.2591776038880957 48.885466631692324),2.272,48.893,24.27547
9892,Gabriel Péri - Métro,"48.91618021681814, 2.2952271938812605",463914,48.91618021681814,2.2952271938812605,POINT (2.2952271938812605 48.91618021681814),2.305,48.916,24.277391
9897,Quatre Chemins,"48.92301891263076, 2.3208314415367077",50471,48.92301891263076,2.3208314415367077,POINT (2.3208314415367077 48.92301891263076),2.305,48.916,24.277391
28484,Comète,"48.912895916425384, 2.2843017750789745",50459,48.912895916425384,2.2843017750789745,POINT (2.2843017750789745 48.912895916425384),2.2709,48.915,24.257711
41409,Grésillons - Félix Eboué,"48.91720225404948, 2.3070165011423915",43318,48.91720225404948,2.3070165011423915,POINT (2.3070165011423915 48.91720225404948),2.305,48.916,24.277391
28406,Gare Saint-Lazare,"48.87533635235189, 2.3254889729755313",473237,48.87533635235189,2.3254889729755313,POINT (2.3254889729755313 48.87533635235189),2.3413,48.872,24.605782
7863,Ménil,"48.92058291861017, 2.2824493393785175",50462,48.92058291861017,2.2824493393785175,POINT (2.2824493393785175 48.92058291861017),2.2709,48.915,24.257711
28565,Provence - Faubourg Montmartre,"48.87374149952154, 2.3427291457208703",44573,48.87374149952154,2.3427291457208703,POINT (2.3427291457208703 48.87374149952154),2.3413,48.872,24.605782
484162,Victor Hugo - Sanzillon,"48.902920644883245, 2.3194703328791277",47824,48.902920644883245,2.3194703328791277,POINT (2.3194703328791277 48.902920644883245),2.3061,48.894,24.409426
41643,Pasteur,"48.90121511533792, 2.329600634405125",59182,48.90121511533792,2.329600634405125,POINT (2.329600634405125 48.90121511533792),2.3403,48.894,24.366285
480314,Saint-Ouen RER,"48.90299630356199, 2.3185417212371946",473544,48.90299630356199,2.3185417212371946,POINT (2.3185417212371946 48.90299630356199),2.3061,48.894,24.409426
28789,Fournier,"48.90405163859812, 2.298829146321379",51283,48.90405163859812,2.298829146321379,POINT (2.298829146321379 48.90405163859812),2.3061,48.894,24.409426
41998,Rivay - Quai Michelet,"48.900627715208074, 2.2840475742754536",59324,48.900627715208074,2.2840475742754536,POINT (2.2840475742754536 48.900627715208074),2.272,48.893,24.27547
480184,Victor Hugo - Bineau,"48.888127061857375, 2.2780552292929173",50641,48.888127061857375,2.2780552292929173,POINT (2.2780552292929173 48.888127061857375),2.272,48.893,24.27547
480112,Saint-Ouen - RER,"48.90446167192786, 2.3216192463460037",473544,48.90446167192786,2.3216192463460037,POINT (2.3216192463460037 48.90446167192786),2.3061,48.894,24.409426
480105,Général Leclerc - Victor Hugo,"48.900563870713746, 2.3162136921649505",43278,48.900563870713746,2.3162136921649505,POINT (2.3162136921649505 48.900563870713746),2.3061,48.894,24.409426
26654,Les Agnettes - Métro,"48.92330221101232, 2.286028264135725",470556,48.92330221101232,2.286028264135725,POINT (2.286028264135725 48.92330221101232),2.2709,48.915,24.257711
24064,Victor Hugo - Jean Jaurès,"48.897610969715416, 2.310960116426293",45025,48.897610969715416,2.310960116426293,POINT (2.310960116426293 48.897610969715416),2.3061,48.894,24.409426
26766,Richelieu - 4 Septembre,"48.87008785175171, 2.339039845165049",473724,48.87008785175171,2.339039845165049,POINT (2.339039845165049 48.87008785175171),2.3413,48.872,24.605782
26957,Hôpital du Perpétuel Secours,"48.89168002816841, 2.27815598915948",50732,48.89168002816841,2.27815598915948,POINT (2.27815598915948 48.89168002816841),2.272,48.893,24.27547
26919,Alma,"48.917235564530685, 2.2866436636049134",50496,48.917235564530685,2.2866436636049134,POINT (2.2866436636049134 48.917235564530685),2.2709,48.915,24.257711
24293,Rue des Noëls,"48.92586442117671, 2.3167409900133915",54145,48.92586442117671,2.3167409900133915,POINT (2.3167409900133915 48.92586442117671),2.305,48.916,24.277391
493436,Bibliothèque François Mitterrand,"48.83065800031181, 2.3772060545016815",473115,48.83065800031181,2.3772060545016815,POINT (2.3772060545016815 48.83065800031181),2.3775,48.828,24.588678
35953,Créteil - Préfecture,"48.77999669568037, 2.460704424824945",463890,48.77999669568037,2.460704424824945,POINT (2.460704424824945 48.77999669568037),2.4477,48.784,24.474466
36321,Docteur Armand Brillard,"48.836894617468815, 2.5273501061035635",50370,48.836894617468815,2.5273501061035635,POINT (2.5273501061035635 48.836894617468815),2.5139,48.83,24.305555
36631,Pyrénées - Docteur Netter,"48.84726698945314, 2.406850295032461",44581,48.84726698945314,2.406850295032461,POINT (2.406850295032461 48.84726698945314),2.4106,48.851,24.405943
491582,Place Beaufranchet,"48.83689252277782, 2.5111648685322394",55521,48.83689252277782,2.5111648685322394,POINT (2.5111648685322394 48.83689252277782),2.5139,48.83,24.305555
10094,Avenue de Bonneuil,"48.7914872774577, 2.5034230439979046",50273,48.7914872774577,2.5034230439979046,POINT (2.5034230439979046 48.7914872774577),2.5159,48.785,24.366354
427110,Victor Hugo,"48.86003947575409, 2.438912851208357",50200,48.86003947575409,2.438912851208357,POINT (2.438912851208357 48.86003947575409),2.4447,48.851,24.281832
24803,Tourelle - Daumesnil,"48.8393278599989, 2.4294895338126543",45245,48.8393278599989,2.4294895338126543,POINT (2.4294895338126543 48.8393278599989),2.4457,48.829,24.403105
34162,La Boétie - Champs-Élysées,"48.87044078095388, 2.3060571960201757",43510,48.87044078095388,2.3060571960201757,POINT (2.3060571960201757 48.87044078095388),2.3072,48.871,24.38513
36973,Fraternité,"48.85940293444812, 2.424185741095421",47253,48.85940293444812,2.424185741095421,POINT (2.424185741095421 48.85940293444812),2.4106,48.851,24.405943
36978,Sorins,"48.85858430495485, 2.4278884459723318",50201,48.85858430495485,2.4278884459723318,POINT (2.4278884459723318 48.85858430495485),2.4447,48.851,24.281832
36937,Eglise,"48.79400518578795, 2.4617847677641356",50226,48.79400518578795,2.4617847677641356,POINT (2.4617847677641356 48.79400518578795),2.4477,48.784,24.474466
22452,Joinville-le-Pont RER,"48.82058275263945, 2.4639756074464354",473832,48.82058275263945,2.4639756074464354,POINT (2.4639756074464354 48.82058275263945),2.4798,48.83,24.414022
22458,République - Alexandre Fourny,"48.81887012475031, 2.5113610651028857",58266,48.81887012475031,2.5113610651028857,POINT (2.5113610651028857 48.81887012475031),2.5149,48.808,24.450323
22458,République - Alexandre Fourny,"48.81887012475031, 2.5113610651028857",58266,48.81887012475031,2.5113610651028857,POINT (2.5113610651028857 48.81887012475031),2.5139,48.83,24.305555
22429,Aubert,"48.8458219271215, 2.424008763998691",47245,48.8458219271215,2.424008763998691,POINT (2.424008763998691 48.8458219271215),2.4106,48.851,24.405943
22592,Général de Gaulle - Stalingrad,"48.82499300807037, 2.495762278297569",46553,48.82499300807037,2.495762278297569,POINT (2.495762278297569 48.82499300807037),2.4798,48.83,24.414022
22670,Libération - Condé,"48.810725215585435, 2.4781162280736897",43808,48.810725215585435,2.4781162280736897,POINT (2.4781162280736897 48.810725215585435),2.4808,48.807,24.624565
22782,Créteil - Université,"48.78996096785359, 2.452556873812195",463891,48.78996096785359,2.452556873812195,POINT (2.452556873812195 48.78996096785359),2.4477,48.784,24.474466
42053,Rouget de Lisle,"48.76412801344258, 2.4051148293633764",44694,48.76412801344258,2.4051148293633764,POINT (2.4051148293633764 48.76412801344258),2.4147,48.761,24.359207
8315,Castiglione,"48.86547042471138, 2.3270616741254093",45663,48.86547042471138,2.3270616741254093,POINT (2.3270616741254093 48.86547042471138),2.3413,48.872,24.605782
8366,Pasteur,"48.76766766335195, 2.4170613836210033",45728,48.76766766335195,2.4170613836210033,POINT (2.4170613836210033 48.76766766335195),2.4147,48.761,24.359207
8367,Pompadour,"48.77296983320322, 2.434868644615676",473272,48.77296983320322,2.434868644615676,POINT (2.434868644615676 48.77296983320322),2.4477,48.784,24.474466
8367,Pompadour,"48.77296983320322, 2.434868644615676",473272,48.77296983320322,2.434868644615676,POINT (2.434868644615676 48.77296983320322),2.4488,48.762,24.333145
8431,Birague,"48.85390658689257, 2.36524848750888",45688,48.85390658689257,2.36524848750888,POINT (2.36524848750888 48.85390658689257),2.3765,48.85,24.665602
461820,Pont de Neuilly,"48.88425878772348, 2.260190265541585",473678,48.88425878772348,2.260190265541585,POINT (2.260190265541585 48.88425878772348),2.272,48.893,24.27547
27064,Base de Loisirs de Créteil,"48.77970304688085, 2.443736914627124",51313,48.77970304688085,2.443736914627124,POINT (2.443736914627124 48.77970304688085),2.4477,48.784,24.474466
463946,Ecole du Breuil,"48.82415514756515, 2.4584088799738457",463644,48.82415514756515,2.4584088799738457,POINT (2.4584088799738457 48.82415514756515),2.4457,48.829,24.403105
27224,George V,"48.871494698967865, 2.301707771892002",470521,48.871494698967865,2.301707771892002,POINT (2.301707771892002 48.871494698967865),2.3072,48.871,24.38513
29953,Maréchal Joffre - Pont de Bry,"48.833702329474455, 2.5162080951169337",58348,48.833702329474455,2.5162080951169337,POINT (2.5162080951169337 48.833702329474455),2.5139,48.83,24.305555
29950,Résidence des Îles,"48.8327366659129, 2.5131655338058945",55523,48.8327366659129,2.5131655338058945,POINT (2.5131655338058945 48.8327366659129),2.5139,48.83,24.305555
27320,Richelieu - 4 Septembre,"48.869200983906175, 2.33804228389729",473724,48.869200983906175,2.33804228389729,POINT (2.33804228389729 48.869200983906175),2.3413,48.872,24.605782
39400,Carrefour de la Résistance,"48.82005210393619, 2.4679988481665927",50196,48.82005210393619,2.4679988481665927,POINT (2.4679988481665927 48.82005210393619),2.4798,48.83,24.414022
39407,Carrefour de la Résistance,"48.82059620691956, 2.4669854349770097",50196,48.82059620691956,2.4669854349770097,POINT (2.4669854349770097 48.82059620691956),2.4798,48.83,24.414022
39517,Guy Môquet,"48.81941304872319, 2.5143794825310426",53211,48.81941304872319,2.5143794825310426,POINT (2.5143794825310426 48.81941304872319),2.5139,48.83,24.305555
27588,Pont de Créteil,"48.800551931305186, 2.4716830468537787",50258,48.800551931305186,2.4716830468537787,POINT (2.4716830468537787 48.800551931305186),2.4808,48.807,24.624565
27561,Danielle Casanova,"48.80531550976078, 2.456929767934058",53166,48.80531550976078,2.456929767934058,POINT (2.456929767934058 48.80531550976078),2.4467,48.806,24.510483
39540,Passerelle de Saint-Maurice,"48.81812805978228, 2.4329083658417696",52185,48.81812805978228,2.4329083658417696,POINT (2.4329083658417696 48.81812805978228),2.4457,48.829,24.403105
27577,Passerelle de Charentonneau,"48.814959503722996, 2.443810238883745",53163,48.814959503722996,2.443810238883745,POINT (2.443810238883745 48.814959503722996),2.4467,48.806,24.510483
27578,Rue des Remises,"48.80442097605881, 2.472065938292173",50264,48.80442097605881,2.472065938292173,POINT (2.472065938292173 48.80442097605881),2.4808,48.807,24.624565
27559,Benoit Frachon,"48.81868320597464, 2.522979992496831",53213,48.81868320597464,2.522979992496831,POINT (2.522979992496831 48.81868320597464),2.5149,48.808,24.450323
39617,Rue du Monument,"48.812766622282254, 2.516579346168044",44765,48.812766622282254,2.516579346168044,POINT (2.516579346168044 48.812766622282254),2.5149,48.808,24.450323
39683,Neptune,"48.80781785152089, 2.492183824169697",51087,48.80781785152089,2.492183824169697,POINT (2.492183824169697 48.80781785152089),2.4808,48.807,24.624565
39684,Anatole France - Pierre Brossolette,"48.80675385623688, 2.495788836216357",58259,48.80675385623688,2.495788836216357,POINT (2.495788836216357 48.80675385623688),2.4808,48.807,24.624565
39686,Bourgogne,"48.81012084139501, 2.4818397176884957",51086,48.81012084139501,2.4818397176884957,POINT (2.4818397176884957 48.81012084139501),2.4808,48.807,24.624565
39670,Sonia Delaunay,"48.81454611382859, 2.5275118122769014",51092,48.81454611382859,2.5275118122769014,POINT (2.5275118122769014 48.81454611382859),2.5149,48.808,24.450323
39673,Libération - Condé,"48.810916334200506, 2.478631769603109",43808,48.810916334200506,2.478631769603109,POINT (2.478631769603109 48.810916334200506),2.4808,48.807,24.624565
39665,Beau Site,"48.81229985789179, 2.5190348283900645",53208,48.81229985789179,2.5190348283900645,POINT (2.5190348283900645 48.81229985789179),2.5149,48.808,24.450323
37144,Tremblay - Pépinière,"48.84247628548642, 2.448816911248994",45248,48.84247628548642,2.448816911248994,POINT (2.448816911248994 48.84247628548642),2.4447,48.851,24.281832
39789,Châtelet,"48.85805921566852, 2.3480790088068724",463834,48.85805921566852,2.3480790088068724,POINT (2.3480790088068724 48.85805921566852),2.3424,48.849,24.677244
27873,Pont de Créteil,"48.79915890713918, 2.471914981835681",50258,48.79915890713918,2.471914981835681,POINT (2.471914981835681 48.79915890713918),2.4808,48.807,24.624565
27842,Maurice Berteaux,"48.810768461096316, 2.4695505898946073",50270,48.810768461096316,2.4695505898946073,POINT (2.4695505898946073 48.810768461096316),2.4808,48.807,24.624565
422970,Arromanches,"48.79144727886925, 2.4792346943800823",478863,48.79144727886925,2.4792346943800823,POINT (2.4792346943800823 48.79144727886925),2.4818,48.785,24.51627
422966,Falonnières,"48.78729180159402, 2.50238770300709",52193,48.78729180159402,2.50238770300709,POINT (2.50238770300709 48.78729180159402),2.5159,48.785,24.366354
422969,Hôpital National de Saint-Maurice,"48.82186823749844, 2.4232518730553223",46274,48.82186823749844,2.4232518730553223,POINT (2.4232518730553223 48.82186823749844),2.4116,48.828,24.454836
27981,Eglise de La Varenne,"48.79031902027364, 2.5123907300514063",50277,48.79031902027364,2.5123907300514063,POINT (2.5123907300514063 48.79031902027364),2.5159,48.785,24.366354
27973,Alma,"48.78760094212733, 2.494612813895739",52191,48.78760094212733,2.494612813895739,POINT (2.494612813895739 48.78760094212733),2.4818,48.785,24.51627
27977,Sorbiers,"48.786188104039795, 2.498696109238203",52192,48.786188104039795,2.498696109238203,POINT (2.498696109238203 48.786188104039795),2.4818,48.785,24.51627
27978,Chemin Vert,"48.80096364366762, 2.4712295943534",58921,48.80096364366762,2.4712295943534,POINT (2.4712295943534 48.80096364366762),2.4808,48.807,24.624565
37549,Charonne - Keller,"48.8530060804176, 2.3770070913066377",42562,48.8530060804176,2.3770070913066377,POINT (2.3770070913066377 48.8530060804176),2.3765,48.85,24.665602
37501,Hector Malot,"48.85176072585852, 2.451457916735755",50398,48.85176072585852,2.451457916735755,POINT (2.451457916735755 48.85176072585852),2.4447,48.851,24.281832
420074,Aristide Briand - Le Plant,"48.81820583395181, 2.4922324691418924",42221,48.81820583395181,2.4922324691418924,POINT (2.4922324691418924 48.81820583395181),2.4808,48.807,24.624565
37738,Beaujeu,"48.79635340543419, 2.4761363140024404",50272,48.79635340543419,2.4761363140024404,POINT (2.4761363140024404 48.79635340543419),2.4808,48.807,24.624565
37739,Galilée,"48.7940044940288, 2.477847887985829",52186,48.7940044940288,2.477847887985829,POINT (2.477847887985829 48.7940044940288),2.4818,48.785,24.51627
37708,Nation - Diderot,"48.84830270937494, 2.394574137752798",58733,48.84830270937494,2.394574137752798,POINT (2.394574137752798 48.84830270937494),2.4106,48.851,24.405943
37773,Les Parapluies,"48.853400780412244, 2.4482516182073137",47249,48.853400780412244,2.4482516182073137,POINT (2.4482516182073137 48.853400780412244),2.4447,48.851,24.281832
