arrid,arrname,arrgeopoint,zdaid,lat_left,lon_left,geometry,lon_right,lat_right,temperature
26789,Alma - Marceau,"48.864950832698916, 2.300745857295951",463344,48.864950832698916,2.300745857295951,POINT (2.300745857295951 48.864950832698916),2.3072,48.871,24.38513
26767,Sentier,"48.867404274268736, 2.3465852112394394",473746,48.867404274268736,2.3465852112394394,POINT (2.3465852112394394 48.867404274268736),2.3413,48.872,24.605782
415227,Rue des Fusillés,"48.78757248012354, 2.417247333440528",415228,48.78757248012354,2.417247333440528,POINT (2.417247333440528 48.78757248012354),2.4137,48.783,24.410774
415223,Rue Tortue,"48.78826542104607, 2.411822265562996",415224,48.78826542104607,2.411822265562996,POINT (2.411822265562996 48.78826542104607),2.4137,48.783,24.410774
415237,Passerelle,"48.78256394312774, 2.4174801968488815",415235,48.78256394312774,2.4174801968488815,POINT (2.4174801968488815 48.78256394312774),2.4137,48.783,24.410774
21656,Pavé Grignon,"48.75638598438075, 2.398333488781779",46290,48.75638598438075,2.398333488781779,POINT (2.398333488781779 48.75638598438075),2.4147,48.761,24.359207
23401,Pont d'Ivry - Rive Gauche,"48.81448353368923, 2.4065422816570092",44469,48.81448353368923,2.4065422816570092,POINT (2.4065422816570092 48.81448353368923),2.4126,48.806,24.47005
22840,Les Roses,"48.89279075129098, 2.359591710837935",45571,48.89279075129098,2.359591710837935,POINT (2.359591710837935 48.89279075129098),2.3744,48.895,24.293255
27805,Jouet,"48.803998331706616, 2.4366156255446256",50914,48.803998331706616,2.4366156255446256,POINT (2.4366156255446256 48.803998331706616),2.4467,48.806,24.510483
22651,Ecole Vétérinaire,"48.814918741773525, 2.4182354804721498",463901,48.814918741773525,2.4182354804721498,POINT (2.4182354804721498 48.814918741773525),2.4126,48.806,24.47005
21131,San Benedetto,"48.78693921235605, 2.425774906618523",50218,48.78693921235605,2.425774906618523,POINT (2.425774906618523 48.78693921235605),2.4137,48.783,24.410774
7768,Raymond Jaclard,"48.80395360913545, 2.4234635819639614",50209,48.80395360913545,2.4234635819639614,POINT (2.4234635819639614 48.80395360913545),2.4126,48.806,24.47005
7757,Pont de Neuilly - Métro,"48.884855726748455, 2.2592817528577283",473678,48.884855726748455,2.2592817528577283,POINT (2.2592817528577283 48.884855726748455),2.272,48.893,24.27547
42079,Belleville,"48.872381495139614, 2.377688789565708",463356,48.872381495139614,2.377688789565708,POINT (2.377688789565708 48.872381495139614),2.3754,48.872,24.465027
26666,Jourdain,"48.87497652153008, 2.3891240432360457",470526,48.87497652153008,2.3891240432360457,POINT (2.3891240432360457 48.87497652153008),2.3754,48.872,24.465027
24783,Gabrielle,"48.8863999642306, 2.33871006037189",58596,48.8863999642306,2.33871006037189,POINT (2.33871006037189 48.8863999642306),2.3403,48.894,24.366285
26778,Choisy - Tolbiac,"48.826181873706325, 2.3606823579971596",45293,48.826181873706325,2.3606823579971596,POINT (2.3606823579971596 48.826181873706325),2.3775,48.828,24.588678
26779,Choisy - Tolbiac,"48.82628942752018, 2.360612932215005",45293,48.82628942752018,2.360612932215005,POINT (2.360612932215005 48.82628942752018),2.3775,48.828,24.588678
37725,Hôpital Trousseau,"48.84227611254508, 2.405149406490615",45223,48.84227611254508,2.405149406490615,POINT (2.405149406490615 48.84227611254508),2.4106,48.851,24.405943
40228,Cambrai (rue de l'Ourcq),"48.89358885097189, 2.3761941628951293",45599,48.89358885097189,2.3761941628951293,POINT (2.3761941628951293 48.89358885097189),2.3744,48.895,24.293255
22320,Bréa - Notre-Dame-des-Champs,"48.84373235140198, 2.330149313510528",45111,48.84373235140198,2.330149313510528,POINT (2.330149313510528 48.84373235140198),2.3424,48.849,24.677244
27022,Simplon,"48.89404802883976, 2.347601104623348",473747,48.89404802883976,2.347601104623348,POINT (2.347601104623348 48.89404802883976),2.3403,48.894,24.366285
25780,Juliette Lamber,"48.888201683723715, 2.304333992956918",45500,48.888201683723715,2.304333992956918,POINT (2.304333992956918 48.888201683723715),2.3061,48.894,24.409426
28831,Théâtre de Saint-Maur,"48.79815634508773, 2.4853756455536775",58377,48.79815634508773,2.4853756455536775,POINT (2.4853756455536775 48.79815634508773),2.4808,48.807,24.624565
22669,Théâtre de Saint-Maur,"48.79859936919249, 2.4859158344907164",58377,48.79859936919249,2.4859158344907164,POINT (2.4859158344907164 48.79859936919249),2.4808,48.807,24.624565
22464,Vitry RER,"48.8009891831439, 2.402216571250233",473621,48.8009891831439,2.402216571250233,POINT (2.402216571250233 48.8009891831439),2.4126,48.806,24.47005
9132,Montgallet,"48.84400155102459, 2.390590818373529",473635,48.84400155102459,2.390590818373529,POINT (2.390590818373529 48.84400155102459),2.3765,48.85,24.665602
413147,Paul Vaillant Couturier - Kennedy,"48.80128340799847, 2.4218048646887356",44296,48.80128340799847,2.4218048646887356,POINT (2.4218048646887356 48.80128340799847),2.4126,48.806,24.47005
24312,Place Mermoz,"48.90286961154061, 2.275504421930906",50668,48.90286961154061,2.275504421930906,POINT (2.275504421930906 48.90286961154061),2.272,48.893,24.27547
420585,Rosa Parks - Curial,"48.89632432391867, 2.3782209776705447",420583,48.89632432391867,2.3782209776705447,POINT (2.3782209776705447 48.89632432391867),2.3744,48.895,24.293255
413086,Ledru Rollin,"48.81554443408281, 2.383365099772761",57478,48.81554443408281,2.383365099772761,POINT (2.383365099772761 48.81554443408281),2.3786,48.805,24.357708
23195,Ledru Rollin,"48.81545344778081, 2.3831618979609415",57478,48.81545344778081,2.3831618979609415,POINT (2.3831618979609415 48.81545344778081),2.3786,48.805,24.357708
480632,Debussy - Chandon,"48.923058620429934, 2.296539649807822",58859,48.923058620429934,2.296539649807822,POINT (2.296539649807822 48.923058620429934),2.305,48.916,24.277391
413078,Rue des Jardins,"48.820364132668075, 2.379698854200397",57477,48.820364132668075,2.379698854200397,POINT (2.379698854200397 48.820364132668075),2.3775,48.828,24.588678
28370,Erignac,"48.851520503869025, 2.4159053176499694",42959,48.851520503869025,2.4159053176499694,POINT (2.4159053176499694 48.851520503869025),2.4106,48.851,24.405943
7760,Pont de Neuilly - Métro,"48.885446030306404, 2.258755149864729",473678,48.885446030306404,2.258755149864729,POINT (2.258755149864729 48.885446030306404),2.272,48.893,24.27547
36147,Gabriel Péri,"48.79846965606825, 2.4001761073174994",412395,48.79846965606825,2.4001761073174994,POINT (2.4001761073174994 48.79846965606825),2.4126,48.806,24.47005
25522,Rue de la Gare de Reuilly,"48.841086220158424, 2.393854078369102",45220,48.841086220158424,2.393854078369102,POINT (2.393854078369102 48.841086220158424),2.4106,48.851,24.405943
36512,Voltaire - Léon Blum,"48.85822140735155, 2.3802976367926227",473770,48.85822140735155,2.3802976367926227,POINT (2.3802976367926227 48.85822140735155),2.3765,48.85,24.665602
36136,Mairie de Montreuil,"48.86154193700754, 2.440954874005781",470531,48.86154193700754,2.440954874005781,POINT (2.440954874005781 48.86154193700754),2.4447,48.851,24.281832
23346,Docteur Roux,"48.771090169985165, 2.4088726246363366",412371,48.771090169985165,2.4088726246363366,POINT (2.4088726246363366 48.771090169985165),2.4147,48.761,24.359207
427583,Vavin,"48.84225070432417, 2.3289556786370476",473763,48.84225070432417,2.3289556786370476,POINT (2.3289556786370476 48.84225070432417),2.3424,48.849,24.677244
29813,Avron,"48.85145419141166, 2.398884824315576",463353,48.85145419141166,2.398884824315576,POINT (2.398884824315576 48.85145419141166),2.4106,48.851,24.405943
463565,Albert de Mun,"48.86366140257702, 2.2910031947163327",45405,48.86366140257702,2.2910031947163327,POINT (2.2910031947163327 48.86366140257702),2.3072,48.871,24.38513
8062,Quai de Clichy,"48.90254505162392, 2.2903917552828323",46443,48.90254505162392,2.2903917552828323,POINT (2.2903917552828323 48.90254505162392),2.3061,48.894,24.409426
24827,Serpollet,"48.86071209389926, 2.4104591897171823",58535,48.86071209389926,2.4104591897171823,POINT (2.4104591897171823 48.86071209389926),2.4106,48.851,24.405943
39322,Vaneau - Saint-Romain,"48.848171410180974, 2.319912774878844",473778,48.848171410180974,2.319912774878844,POINT (2.319912774878844 48.848171410180974),2.3083,48.849,24.330774
488841,Marronniers,"48.767677346712546, 2.4941798501264447",53196,48.767677346712546,2.4941798501264447,POINT (2.4941798501264447 48.767677346712546),2.4828,48.762,24.336353
482743,Gourgaud - Paul Adam,"48.88866138069734, 2.30142300485185",488519,48.88866138069734,2.30142300485185,POINT (2.30142300485185 48.88866138069734),2.3061,48.894,24.409426
463773,Chevaleret,"48.834868902139064, 2.3672786317867103",463876,48.834868902139064,2.3672786317867103,POINT (2.3672786317867103 48.834868902139064),2.3775,48.828,24.588678
412998,Porte de la Chapelle,"48.8968814366151, 2.3593640731992553",473460,48.8968814366151,2.3593640731992553,POINT (2.3593640731992553 48.8968814366151),2.3744,48.895,24.293255
37277,Charles Heller,"48.79580286686332, 2.410097690568401",58456,48.79580286686332,2.410097690568401,POINT (2.410097690568401 48.79580286686332),2.4126,48.806,24.47005
463677,Julien Lacroix,"48.873166794181124, 2.381714955317323",463629,48.873166794181124,2.381714955317323,POINT (2.381714955317323 48.873166794181124),2.3754,48.872,24.465027
23655,Voltaire - Léon Blum,"48.8585192519888, 2.378767559225638",473770,48.8585192519888,2.378767559225638,POINT (2.378767559225638 48.8585192519888),2.3765,48.85,24.665602
37194,Archevêché,"48.82354675823103, 2.4042325836979916",50767,48.82354675823103,2.4042325836979916,POINT (2.4042325836979916 48.82354675823103),2.4116,48.828,24.454836
35137,Friedland - Haussmann,"48.87503353625564, 2.3055597098534606",43033,48.87503353625564,2.3055597098534606,POINT (2.3055597098534606 48.87503353625564),2.3072,48.871,24.38513
463605,Cambrai,"48.895548881341924, 2.3830449711721324",463606,48.895548881341924,2.3830449711721324,POINT (2.3830449711721324 48.895548881341924),2.3744,48.895,24.293255
22814,Wagram - Courcelles,"48.88128209399755, 2.3006083907170156",45510,48.88128209399755,2.3006083907170156,POINT (2.3006083907170156 48.88128209399755),2.3072,48.871,24.38513
27062,Edouard Vaillant,"48.85849279224035, 2.414545959939982",45654,48.85849279224035,2.414545959939982,POINT (2.414545959939982 48.85849279224035),2.4106,48.851,24.405943
26839,Parc Montsouris,"48.82454666647446, 2.3362255827710934",43580,48.82454666647446,2.3362255827710934,POINT (2.3362255827710934 48.82454666647446),2.3434,48.827,24.336317
26254,Eglise Saint-Ferdinand,"48.879247249943106, 2.2910364504125025",45512,48.879247249943106,2.2910364504125025,POINT (2.2910364504125025 48.879247249943106),2.3072,48.871,24.38513
25948,Ulbach,"48.90175057166531, 2.264538784507608",51014,48.90175057166531,2.264538784507608,POINT (2.264538784507608 48.90175057166531),2.272,48.893,24.27547
24735,Cuvier,"48.85065505628966, 2.424759373631496",52761,48.85065505628966,2.424759373631496,POINT (2.424759373631496 48.85065505628966),2.4106,48.851,24.405943
22980,Denfert-Rochereau - Daguerre,"48.832567652515955, 2.331123787129967",45317,48.832567652515955,2.331123787129967,POINT (2.331123787129967 48.832567652515955),2.3434,48.827,24.336317
26783,Maine - Vaugirard,"48.8458177378956, 2.3187988605852614",43905,48.8458177378956,2.3187988605852614,POINT (2.3187988605852614 48.8458177378956),2.3083,48.849,24.330774
490739,Commerce,"48.84437544439427, 2.2964707762101138",490804,48.84437544439427,2.2964707762101138,POINT (2.2964707762101138 48.84437544439427),2.3083,48.849,24.330774
24487,Porte d'Aubervilliers,"48.899336637999966, 2.3712556409094234",462886,48.899336637999966,2.3712556409094234,POINT (2.3712556409094234 48.899336637999966),2.3744,48.895,24.293255
22804,Rochechouart - Martyrs,"48.88228225665826, 2.3405623077091366",44654,48.88228225665826,2.3405623077091366,POINT (2.3405623077091366 48.88228225665826),2.3413,48.872,24.605782
488834,11 Novembre 1918,"48.8064496717154, 2.431973289189304",57218,48.8064496717154,2.431973289189304,POINT (2.431973289189304 48.8064496717154),2.4467,48.806,24.510483
30203,Eglise Saint-Martin,"48.75228126817539, 2.4157777554312823",58386,48.75228126817539,2.4157777554312823,POINT (2.4157777554312823 48.75228126817539),2.4147,48.761,24.359207
22972,Porte d'Orléans,"48.82373186211054, 2.327219019832145",473693,48.82373186211054,2.327219019832145,POINT (2.327219019832145 48.82373186211054),2.3434,48.827,24.336317
21623,Spinoza,"48.75550174431124, 2.4049546652358305",48068,48.75550174431124,2.4049546652358305,POINT (2.4049546652358305 48.75550174431124),2.4147,48.761,24.359207
36149,8 mai 1945,"48.76889625849019, 2.4090063219940734",50773,48.76889625849019,2.4090063219940734,POINT (2.4090063219940734 48.76889625849019),2.4147,48.761,24.359207
488356,Colonel Bourgoin,"48.84527556287728, 2.382972443642241",463519,48.84527556287728,2.382972443642241,POINT (2.382972443642241 48.84527556287728),2.3765,48.85,24.665602
22736,Nation - Trone,"48.84835518548686, 2.39784403109479",58732,48.84835518548686,2.39784403109479,POINT (2.39784403109479 48.84835518548686),2.4106,48.851,24.405943
486215,Sarrette,"48.82633305689651, 2.3291741819627374",486379,48.82633305689651,2.3291741819627374,POINT (2.3291741819627374 48.82633305689651),2.3434,48.827,24.336317
425028,Saint-Maur - Créteil RER,"48.806086562035865, 2.4724575578590997",473813,48.806086562035865,2.4724575578590997,POINT (2.4724575578590997 48.806086562035865),2.4808,48.807,24.624565
8124,Place des Victoires - Marché,"48.91085088603834, 2.2912608525813827",50748,48.91085088603834,2.2912608525813827,POINT (2.2912608525813827 48.91085088603834),2.305,48.916,24.277391
463969,Glacière - Auguste Blanqui,"48.8312891638335, 2.3438638080696492",470522,48.8312891638335,2.3438638080696492,POINT (2.3438638080696492 48.8312891638335),2.3434,48.827,24.336317
463936,Place d'Italie - Blanqui,"48.83082545390073, 2.35450887794354",473444,48.83082545390073,2.35450887794354,POINT (2.35450887794354 48.83082545390073),2.3434,48.827,24.336317
25716,Porte d'Ivry-Massena,"48.8213743601761, 2.368232353357659",473716,48.8213743601761,2.368232353357659,POINT (2.368232353357659 48.8213743601761),2.3775,48.828,24.588678
37831,Montsouris - Tombe Issoire,"48.82260876317546, 2.330625006542401",44167,48.82260876317546,2.330625006542401,POINT (2.330625006542401 48.82260876317546),2.3434,48.827,24.336317
477629,Hôtel de Ville,"48.85776834970718, 2.3508222022108627",477678,48.85776834970718,2.3508222022108627,POINT (2.3508222022108627 48.85776834970718),2.3424,48.849,24.677244
479951,Gambetta,"48.81460905402884, 2.4010526914147508",43053,48.81460905402884,2.4010526914147508,POINT (2.4010526914147508 48.81460905402884),2.4126,48.806,24.47005
428015,Châtelet,"48.857536365460426, 2.3478538482886107",463834,48.857536365460426,2.3478538482886107,POINT (2.3478538482886107 48.857536365460426),2.3424,48.849,24.677244
421221,Château de Vincennes,"48.84408980390762, 2.4418506284618386",463833,48.84408980390762,2.4418506284618386,POINT (2.4418506284618386 48.84408980390762),2.4447,48.851,24.281832
28019,Rochechouart - Martyrs,"48.88137968169682, 2.3399737608635354",44654,48.88137968169682,2.3399737608635354,POINT (2.3399737608635354 48.88137968169682),2.3413,48.872,24.605782
7783,Planètes,"48.80919709944503, 2.4580876265349825",50259,48.80919709944503,2.4580876265349825,POINT (2.4580876265349825 48.80919709944503),2.4467,48.806,24.510483
486903,Gare d'Austerlitz,"48.84416952661936, 2.364113484264214",473210,48.84416952661936,2.364113484264214,POINT (2.364113484264214 48.84416952661936),2.3765,48.85,24.665602
28440,Centre Hospitalier,"48.890763199838204, 2.2620072214359452",46576,48.890763199838204,2.2620072214359452,POINT (2.2620072214359452 48.890763199838204),2.272,48.893,24.27547
28680,Châtelet,"48.857584673556964, 2.3468173957981615",463834,48.857584673556964,2.3468173957981615,POINT (2.3468173957981615 48.857584673556964),2.3424,48.849,24.677244
41777,Louvre - Rivoli,"48.86122634567218, 2.340133668073248",470563,48.86122634567218,2.340133668073248,POINT (2.340133668073248 48.86122634567218),2.3413,48.872,24.605782
28825,Préfecture du Val-de-Marne,"48.78414998475895, 2.4543327322824613",44558,48.78414998475895,2.4543327322824613,POINT (2.4543327322824613 48.78414998475895),2.4477,48.784,24.474466
26488,Wilson - Courcelles,"48.88968965752911, 2.292749044191862",50658,48.88968965752911,2.292749044191862,POINT (2.292749044191862 48.88968965752911),2.3061,48.894,24.409426
36134,Arts et Métiers,"48.86588181701934, 2.357741439687229",463348,48.86588181701934,2.357741439687229,POINT (2.357741439687229 48.86588181701934),2.3413,48.872,24.605782
26894,Verdun,"48.76895381246655, 2.4814320263925804",50232,48.76895381246655,2.4814320263925804,POINT (2.4814320263925804 48.76895381246655),2.4828,48.762,24.336353
7979,Pont Hainguerlot,"48.901956612002046, 2.358251244101136",46060,48.901956612002046,2.358251244101136,POINT (2.358251244101136 48.901956612002046),2.3744,48.895,24.293255
488700,La Motte Picquet - Grenelle,"48.8488355914666, 2.297882317311727",470551,48.8488355914666,2.297882317311727,POINT (2.297882317311727 48.8488355914666),2.3083,48.849,24.330774
488701,La Motte Picquet - Grenelle,"48.84844671273794, 2.3005857538773578",463869,48.84844671273794,2.3005857538773578,POINT (2.3005857538773578 48.84844671273794),2.3083,48.849,24.330774
9516,Place d'Italie - Auriol,"48.831514683239945, 2.3572385161045033",473443,48.831514683239945,2.3572385161045033,POINT (2.3572385161045033 48.831514683239945),2.3434,48.827,24.336317
488421,Robespierre,"48.85568988800435, 2.4225776680132993",473732,48.85568988800435,2.4225776680132993,POINT (2.4225776680132993 48.85568988800435),2.4106,48.851,24.405943
36543,Marcadet - Poissonniers,"48.89103660199479, 2.3494936506253277",473574,48.89103660199479,2.3494936506253277,POINT (2.3494936506253277 48.89103660199479),2.3403,48.894,24.366285
34166,Château Rouge,"48.88788092740518, 2.3496694488017047",463831,48.88788092740518,2.3496694488017047,POINT (2.3496694488017047 48.88788092740518),2.3403,48.894,24.366285
488335,Château de Vincennes,"48.84461428598488, 2.4405369096098313",463833,48.84461428598488,2.4405369096098313,POINT (2.4405369096098313 48.84461428598488),2.4447,48.851,24.281832
488341,Château de Vincennes,"48.8442770140622, 2.439573086031263",463833,48.8442770140622,2.439573086031263,POINT (2.439573086031263 48.8442770140622),2.4447,48.851,24.281832
488424,Buzenval,"48.85199074081348, 2.4018631757553073",463825,48.85199074081348,2.4018631757553073,POINT (2.4018631757553073 48.85199074081348),2.4106,48.851,24.405943
488325,Ordener-Marx Dormoy,"48.89064450229506, 2.3601772753834873",473637,48.89064450229506,2.3601772753834873,POINT (2.3601772753834873 48.89064450229506),2.3744,48.895,24.293255
488332,Porte de la Chapelle,"48.89793927623644, 2.3587372501496553",473460,48.89793927623644,2.3587372501496553,POINT (2.3587372501496553 48.89793927623644),2.3744,48.895,24.293255
488302,Gare de St Lazare,"48.87596214735212, 2.3264216432691884",473237,48.87596214735212,2.3264216432691884,POINT (2.3264216432691884 48.87596214735212),2.3413,48.872,24.605782
488218,Avenue de France,"48.825430090540166, 2.3819133087895934",488247,48.825430090540166,2.3819133087895934,POINT (2.3819133087895934 48.825430090540166),2.3775,48.828,24.588678
9129,Riquet,"48.88825995721475, 2.373530490021896",473731,48.88825995721475,2.373530490021896,POINT (2.373530490021896 48.88825995721475),2.3744,48.895,24.293255
463609,Porte de la Villette,"48.89685384940178, 2.3849799988916227",473462,48.89685384940178,2.3849799988916227,POINT (2.3849799988916227 48.89685384940178),2.3744,48.895,24.293255
14672,Place de la Chapelle,"48.883733323723845, 2.3593621876118656",470545,48.883733323723845,2.3593621876118656,POINT (2.3593621876118656 48.883733323723845),2.3744,48.895,24.293255
25086,Jouffroy d'Abbans - Tocqueville,"48.885854637909596, 2.309029214659298",43481,48.885854637909596,2.309029214659298,POINT (2.309029214659298 48.885854637909596),2.3061,48.894,24.409426
24372,Carnot,"48.81036029836799, 2.3722875327093065",50774,48.81036029836799,2.3722875327093065,POINT (2.3722875327093065 48.81036029836799),2.3786,48.805,24.357708
24376,La Briqueterie,"48.80827333382056, 2.375648730837168",50775,48.80827333382056,2.375648730837168,POINT (2.375648730837168 48.80827333382056),2.3786,48.805,24.357708
27102,Dijon - Lachambeaudie,"48.8355947802834, 2.3857572988716225",42848,48.8355947802834,2.3857572988716225,POINT (2.3857572988716225 48.8355947802834),2.3775,48.828,24.588678
23162,Pajol - Département,"48.88686441987042, 2.3613147002743884",45582,48.88686441987042,2.3613147002743884,POINT (2.3613147002743884 48.88686441987042),2.3744,48.895,24.293255
463537,Port de l'Arsenal,"48.84768331022609, 2.3652970353910896",463538,48.84768331022609,2.3652970353910896,POINT (2.3652970353910896 48.84768331022609),2.3765,48.85,24.665602
462449,Alsace,"48.8928266107091, 2.300112342602168",51537,48.8928266107091,2.300112342602168,POINT (2.300112342602168 48.8928266107091),2.3061,48.894,24.409426
37502,Les Parapluies,"48.852275314607255, 2.449926157820927",47249,48.852275314607255,2.449926157820927,POINT (2.449926157820927 48.852275314607255),2.4447,48.851,24.281832
8152,Port à l'Anglais,"48.80506852402593, 2.405042746426955",50768,48.80506852402593,2.405042746426955,POINT (2.405042746426955 48.80506852402593),2.4126,48.806,24.47005
7749,Château,"48.887780012300645, 2.2638905792574335",46578,48.887780012300645,2.2638905792574335,POINT (2.2638905792574335 48.887780012300645),2.272,48.893,24.27547
23510,Perronet,"48.89066751118092, 2.265459083655417",51535,48.89066751118092,2.265459083655417,POINT (2.265459083655417 48.89066751118092),2.272,48.893,24.27547
23323,Lycée Henri IV,"48.846245165704914, 2.3487173548718348",45694,48.846245165704914,2.3487173548718348,POINT (2.3487173548718348 48.846245165704914),2.3424,48.849,24.677244
23321,Solferino - Bellechasse,"48.85777940039637, 2.323590039089357",473748,48.85777940039637,2.323590039089357,POINT (2.323590039089357 48.85777940039637),2.3083,48.849,24.330774
23185,Patay - Tolbiac,"48.82784184299052, 2.371831856740094",44277,48.82784184299052,2.371831856740094,POINT (2.371831856740094 48.82784184299052),2.3775,48.828,24.588678
22823,Cail - Demarquay,"48.882606024893995, 2.3587760667840314",473221,48.882606024893995,2.3587760667840314,POINT (2.3587760667840314 48.882606024893995),2.3754,48.872,24.465027
22344,La Haie Coq,"48.904664672714084, 2.3737559555986443",44735,48.904664672714084,2.3737559555986443,POINT (2.3737559555986443 48.904664672714084),2.3744,48.895,24.293255
488208,Rue des Boulets,"48.85191290070928, 2.3900076861502657",473735,48.85191290070928,2.3900076861502657,POINT (2.3900076861502657 48.85191290070928),2.3765,48.85,24.665602
28253,Barbès - Rochechouart,"48.88489477124452, 2.349597648093083",463328,48.88489477124452,2.349597648093083,POINT (2.349597648093083 48.88489477124452),2.3403,48.894,24.366285
12411,Mésanges,"48.77461376867309, 2.4157590948272145",53220,48.77461376867309,2.4157590948272145,POINT (2.4157590948272145 48.77461376867309),2.4137,48.783,24.410774
8454,La Haie Coq,"48.90402898449101, 2.3725767753948843",44735,48.90402898449101,2.3725767753948843,POINT (2.3725767753948843 48.90402898449101),2.3744,48.895,24.293255
25722,Parc Montsouris,"48.824225432436386, 2.3399345489912275",43580,48.824225432436386,2.3399345489912275,POINT (2.3399345489912275 48.824225432436386),2.3434,48.827,24.336317
22799,Place du Tertre - Norvins,"48.88690724107301, 2.3393718440640714",45563,48.88690724107301,2.3393718440640714,POINT (2.3393718440640714 48.88690724107301),2.3403,48.894,24.366285
25940,Custine - Mont-Cenis,"48.88971701208108, 2.3433457656378867",45568,48.88971701208108,2.3433457656378867,POINT (2.3433457656378867 48.88971701208108),2.3403,48.894,24.366285
29815,Glacière - Tolbiac,"48.82643304290825, 2.3423175943178274",43296,48.82643304290825,2.3423175943178274,POINT (2.3423175943178274 48.82643304290825),2.3434,48.827,24.336317
26747,Saint-Guillaume,"48.854673024816506, 2.3293408510517386",45135,48.854673024816506,2.3293408510517386,POINT (2.3293408510517386 48.854673024816506),2.3424,48.849,24.677244
25319,Alma - Marceau,"48.86477018045631, 2.300611966890406",463344,48.86477018045631,2.300611966890406,POINT (2.300611966890406 48.86477018045631),2.3072,48.871,24.38513
27094,Iéna,"48.8649816422923, 2.2952655465467644",470525,48.8649816422923,2.2952655465467644,POINT (2.2952655465467644 48.8649816422923),2.3072,48.871,24.38513
37225,Pont de Tolbiac,"48.83189976298331, 2.3790575452013933",45302,48.83189976298331,2.3790575452013933,POINT (2.3790575452013933 48.83189976298331),2.3775,48.828,24.588678
27090,Bosquet - Rapp,"48.862523488127316, 2.302441411747013",45129,48.862523488127316,2.302441411747013,POINT (2.302441411747013 48.862523488127316),2.3072,48.871,24.38513
22829,Saint-Marcel - La Pitié,"48.838820467030914, 2.361140446022601",473759,48.838820467030914,2.361140446022601,POINT (2.361140446022601 48.838820467030914),2.3765,48.85,24.665602
22829,Saint-Marcel - La Pitié,"48.838820467030914, 2.361140446022601",473759,48.838820467030914,2.361140446022601,POINT (2.361140446022601 48.838820467030914),2.3775,48.828,24.588678
29812,Place d'Italie - Bobillot,"48.83033127346446, 2.354596731590306",474356,48.83033127346446,2.354596731590306,POINT (2.354596731590306 48.83033127346446),2.3434,48.827,24.336317
23667,Jean-Pierre Timbaud,"48.86493810623795, 2.3679903149145964",43472,48.86493810623795,2.3679903149145964,POINT (2.3679903149145964 48.86493810623795),2.3754,48.872,24.465027
29421,Ramus,"48.86207311861907, 2.400207153710905",45639,48.86207311861907,2.400207153710905,POINT (2.400207153710905 48.86207311861907),2.4106,48.851,24.405943
8413,Madeleine,"48.87012878195103, 2.325420077894981",470564,48.87012878195103,2.325420077894981,POINT (2.325420077894981 48.87012878195103),2.3413,48.872,24.605782
30095,Glacière - Auguste Blanqui,"48.83049762106231, 2.3438465257178773",470522,48.83049762106231,2.3438465257178773,POINT (2.3438465257178773 48.83049762106231),2.3434,48.827,24.336317
463816,Quai d'Austerlitz,"48.838709313352936, 2.3724229886336894",463775,48.838709313352936,2.3724229886336894,POINT (2.3724229886336894 48.838709313352936),2.3775,48.828,24.588678
413067,Nogent-sur-Marne RER,"48.83486247162241, 2.4715669046340505",473838,48.83486247162241,2.4715669046340505,POINT (2.4715669046340505 48.83486247162241),2.4798,48.83,24.414022
480629,8 mai 1945,"48.921862292242025, 2.2919160160162453",51080,48.921862292242025,2.2919160160162453,POINT (2.2919160160162453 48.921862292242025),2.305,48.916,24.277391
29501,Wilson - Courcelles,"48.8893208811913, 2.292740415306142",50658,48.8893208811913,2.292740415306142,POINT (2.292740415306142 48.8893208811913),2.3061,48.894,24.409426
27865,Roland Cauchy,"48.774829935240234, 2.5120319593105704",53197,48.774829935240234,2.5120319593105704,POINT (2.5120319593105704 48.774829935240234),2.5159,48.785,24.366354
27727,Mairie d'Ivry - Métro,"48.81062235804698, 2.3846352334101986",470567,48.81062235804698,2.3846352334101986,POINT (2.3846352334101986 48.81062235804698),2.3786,48.805,24.357708
27215,Place Franz Liszt,"48.878241833213394, 2.3533076363088683",44457,48.878241833213394,2.3533076363088683,POINT (2.3533076363088683 48.878241833213394),2.3413,48.872,24.605782
480119,Quai de Clichy,"48.90906745937645, 2.3015038442328257",480120,48.90906745937645,2.3015038442328257,POINT (2.3015038442328257 48.90906745937645),2.305,48.916,24.277391
40886,Les Grésillons RER,"48.919120298984, 2.3137046664544094",473496,48.919120298984,2.3137046664544094,POINT (2.3137046664544094 48.919120298984),2.305,48.916,24.277391
28362,Rue Pierre,"48.90987079872684, 2.312898884733397",51123,48.90987079872684,2.312898884733397,POINT (2.312898884733397 48.90987079872684),2.305,48.916,24.277391
463685,Bercy - Arena,"48.839257464315935, 2.377498418745438",463614,48.839257464315935,2.377498418745438,POINT (2.377498418745438 48.839257464315935),2.3765,48.85,24.665602
29444,Etienne Marcel - Montmartre,"48.86484820024134, 2.344586181166249",42966,48.86484820024134,2.344586181166249,POINT (2.344586181166249 48.86484820024134),2.3413,48.872,24.605782
463712,Ecole Normale Supérieure,"48.84174936366002, 2.343963755560435",45701,48.84174936366002,2.343963755560435,POINT (2.343963755560435 48.84174936366002),2.3424,48.849,24.677244
